step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
258,CASH_IN,68860.47054288277,C1308293,33800.26928530062,0.0,C5839117,53283.67418735538,122144.14473023816,0,0
497,PAYMENT,22050.302736028647,C8584997,92201.96976792422,70151.66703189557,M8502967,77886.99329569077,99937.29603171942,0,0
160,PAYMENT,43923.30251062458,C8093727,121353.55839411088,77430.2558834863,M6306698,73783.18317601524,117706.48568663982,0,0
475,CASH_IN,78221.98237683474,C3596279,66190.38379133007,0.0,M3993909,134405.0044239797,212626.98680081445,1,0
664,CASH_IN,78416.85655797432,C2228391,102051.56424001795,23634.707682043634,M1757044,18050.55233664348,96467.4088946178,0,0
690,DEBIT,45380.851075333376,C5035876,26042.825665741188,0.0,M4905081,41108.380208037044,86489.23128337042,0,0
675,TRANSFER,79239.77483369698,C2047697,90437.62090251729,11197.846068820305,M3943909,40099.41413701357,119339.18897071056,0,0
380,DEBIT,83878.31744018587,C2369693,18155.163785910798,0.0,C7462769,21684.934823142023,105563.25226332789,0,0
545,CASH_IN,65512.0975532976,C6819582,9817.74998979812,0.0,M9390284,41518.99576729181,107031.09332058941,0,0
691,PAYMENT,22919.742645611175,C1418818,171447.98311986544,148528.24047425427,M5300398,121412.05358467087,144331.79623028205,0,0
427,DEBIT,27473.7768605162,C3465254,41016.316829214986,13542.539968698788,M5592802,146433.63417483764,173907.41103535384,0,0
613,TRANSFER,31552.631425332664,C2034416,115031.06582558666,83478.43440025399,M2559191,132060.68939382455,163613.3208191572,0,0
268,DEBIT,11768.730362621805,C2379176,29796.551681998484,18027.82131937668,C3289527,95037.62759617646,106806.35795879827,0,0
577,CASH_OUT,27388.646074957516,C2859093,52505.51418185827,25116.868106900754,M3106583,10486.91421921273,37875.560294170245,0,0
417,DEBIT,21030.97050882196,C5127196,72267.88395389688,51236.91344507491,C2705873,191801.402137355,212832.37264617695,0,0
168,CASH_IN,45587.342105879354,C1792047,28735.287270954046,0.0,M4039257,33615.29216749839,79202.63427337774,0,0
43,PAYMENT,90852.91103243927,C1514004,9192.459402222064,0.0,C2940124,133684.27408113418,224537.18511357345,0,0
556,PAYMENT,10537.583643720413,C8712940,175431.9604036022,164894.3767598818,C8041607,182578.1230964222,193115.7067401426,0,0
285,CASH_IN,72054.76560234482,C6704415,2366.567175954426,0.0,M8341099,139555.4191961977,211610.18479854253,0,0
397,CASH_OUT,68759.57214087146,C7825349,12264.196567013563,0.0,M3724996,43609.92803779004,112369.5001786615,0,0
12,CASH_IN,9665.84444646943,C3994677,161014.4321656205,151348.58771915108,C3807527,63159.25975280461,72825.10419927404,0,0
607,DEBIT,92264.98325008943,C1019192,56401.66735461121,0.0,M8523438,6041.173402219036,98306.15665230846,0,0
302,CASH_IN,56890.37299546628,C8212291,144564.06022293947,87673.68722747319,C6461004,122551.6481684227,179442.02116388897,0,0
253,CASH_IN,36436.179561454854,C2886338,29245.149843582753,0.0,M4356217,122598.59617631332,159034.77573776818,0,0
499,CASH_OUT,75678.20449118114,C2277040,47456.349719343874,0.0,M2421143,145100.11627527585,220778.320766457,0,0
35,DEBIT,25810.80929432324,C6554973,114555.30331939869,88744.49402507546,M7094371,2199.2578551242705,28010.06714944751,0,0
727,TRANSFER,69381.6327209274,C1623521,197727.1676978567,128345.5349769293,C1745746,163568.25776489332,232949.8904858207,0,0
90,TRANSFER,4067.149636467497,C1904600,14688.894031844635,10621.744395377138,M4963753,147742.19148006162,151809.34111652913,1,0
605,PAYMENT,83956.86295716628,C9083365,80110.91959636645,0.0,M3190372,28177.321904817763,112134.18486198405,0,0
602,CASH_IN,44872.267617429716,C1286102,8616.194001184962,0.0,C3657130,69525.32185379571,114397.58947122542,0,0
418,PAYMENT,63705.62214435838,C6743809,39845.28853119498,0.0,M5813952,127704.97858084335,191410.60072520172,0,0
115,CASH_OUT,22201.6581986877,C5157752,181494.20536770092,159292.54716901324,M4691842,99159.37498806557,121361.03318675327,0,0
617,TRANSFER,67739.66389457895,C9911027,19292.02075795393,0.0,M3412461,23018.852780252484,90758.51667483142,0,0
196,CASH_IN,77246.80356173833,C6233643,171371.18427512672,94124.3807133884,C2841967,17469.07502731798,94715.87858905632,0,0
501,CASH_OUT,47373.997369751436,C5625058,35560.64762201625,0.0,C2877723,156291.25982161833,203665.25719136978,0,0
626,CASH_OUT,61810.91971377325,C2040397,172356.9693075408,110546.04959376756,M4044035,31193.423603561965,93004.34331733521,0,0
493,CASH_IN,45686.95978985762,C2296629,107604.39262713504,61917.43283727742,M5610194,34418.53478608872,80105.49457594633,0,0
75,CASH_OUT,89419.72778885877,C4115005,175641.3348453687,86221.60705650992,C1140631,166184.62507135153,255604.3528602103,0,0
413,CASH_IN,49837.131133380484,C4872866,30340.728930304085,0.0,C4433976,122427.92691264341,172265.05804602389,0,0
376,CASH_IN,84196.690031979,C3991539,152407.3102615652,68210.6202295862,M2638533,120943.12163079449,205139.81166277349,0,0
420,DEBIT,80155.07062119784,C6660928,136139.71921611534,55984.6485949175,M6380559,95869.154272668,176024.22489386584,0,0
729,PAYMENT,41109.43165270082,C7454935,108586.6774785925,67477.24582589167,M8940959,113799.00288045818,154908.43453315902,0,0
277,CASH_OUT,23085.440736561755,C2852675,162117.4688821946,139032.02814563285,C8990462,120353.93807436222,143439.37881092398,0,0
676,CASH_OUT,40667.60504272112,C7700707,129655.20488540793,88987.59984268682,C4044514,193565.24696871606,234232.85201143718,0,0
394,DEBIT,82639.1158399445,C8657273,175409.3849215499,92770.26908160541,M5666428,44594.66149351585,127233.77733346034,0,0
457,DEBIT,22840.490328357297,C2052063,76212.42935711321,53371.93902875592,M1496644,42912.48394009181,65752.9742684491,0,0
192,DEBIT,52491.19095118916,C8571592,117984.635654763,65493.44470357384,M9013962,11443.697541063137,63934.88849225229,0,0
739,TRANSFER,80629.06512127868,C8135590,174120.16851514234,93491.10339386367,M7244969,131639.75976186446,212268.82488314313,0,0
689,TRANSFER,35412.39976532504,C7648561,42962.812820826926,7550.4130555018855,M1691298,109808.43616445237,145220.83592977742,0,0
99,TRANSFER,64256.74273656947,C3602562,97148.27132337085,32891.52858680138,C9858279,22247.840769327955,86504.58350589742,0,0
548,CASH_IN,24638.594247476572,C7399177,192148.3643457338,167509.77009825723,M5815808,72907.78702363744,97546.38127111402,0,0
96,CASH_OUT,11017.016592279177,C8117753,94720.3602989369,83703.34370665772,C2950291,35732.641066240765,46749.657658519944,0,0
664,PAYMENT,79458.98408677634,C8872789,50565.88903910806,0.0,M4128543,66296.3480801723,145755.33216694865,0,0
663,CASH_IN,9986.965478529812,C1307311,70215.24774864764,60228.28227011783,C4598662,190252.833878922,200239.79935745182,0,0
190,CASH_OUT,27211.0013684505,C4358538,177016.82387468932,149805.82250623882,C2309050,136663.7677761058,163874.76914455628,0,0
736,CASH_OUT,85525.43125754426,C2854936,190976.60775351006,105451.1764959658,M6455791,1513.8201590283895,87039.25141657265,0,0
37,DEBIT,34712.28177915885,C4353321,190021.52853722786,155309.246758069,C1493798,50501.61475682473,85213.89653598359,0,0
369,DEBIT,97307.23041646469,C7701447,139788.47839371423,42481.24797724954,M7505612,2072.3094155558065,99379.5398320205,0,0
695,CASH_IN,97975.46004390859,C4474376,101920.3777649225,3944.9177210139023,C6812988,142973.69975373615,240949.15979764474,0,0
525,DEBIT,26900.774443310314,C5264991,36537.786981468365,9637.012538158051,C7389691,93884.36041109567,120785.13485440597,0,0
279,CASH_OUT,4193.724402764055,C3517172,24644.20241409291,20450.478011328854,M8565360,198803.73836287786,202997.46276564192,0,0
217,DEBIT,70535.82209211738,C5881923,11953.321528269245,0.0,C5882882,146716.65220453165,217252.47429664904,0,0
273,TRANSFER,45153.55161456954,C3878237,3542.981901793851,0.0,C6252870,103582.58854157638,148736.1401561459,0,0
62,DEBIT,10165.209111561671,C6853452,175623.3444211364,165458.13530957472,C1957644,160941.08564162703,171106.2947531887,0,0
596,CASH_OUT,70781.52961590647,C5279531,161817.2631606689,91035.73354476242,C3602034,140960.73024681522,211742.2598627217,0,0
729,CASH_IN,3214.37342028093,C9486164,113564.27610009417,110349.90267981324,M8432366,48755.23552719743,51969.60894747836,0,0
342,PAYMENT,87032.64938017499,C5762152,199744.6509075428,112712.0015273678,C3035424,106051.6549655033,193084.3043456783,0,0
397,DEBIT,13951.387658419042,C9678008,190610.41444032823,176659.0267819092,C4205599,111199.74496681418,125151.13262523322,0,0
699,CASH_OUT,12818.456686797828,C8870445,131021.79414294129,118203.33745614346,C9505053,90246.33972156068,103064.79640835851,0,0
19,PAYMENT,17649.662567061594,C5308783,92914.91340805069,75265.2508409891,C2995020,35838.5245710724,53488.18713813399,0,0
177,PAYMENT,96030.60921335744,C1920638,30434.14322262592,0.0,M5973444,44673.8103315774,140704.41954493485,0,0
612,TRANSFER,69347.61908935921,C2814931,103118.76105087048,33771.14196151127,M5639037,56209.48019119232,125557.09928055154,1,0
396,PAYMENT,80157.01639281731,C3664639,31548.734577105453,0.0,C5877530,2051.0298756327484,82208.04626845007,0,0
445,CASH_OUT,39823.735074702025,C5795684,79690.2608492378,39866.52577453578,C6364789,183388.77843390187,223212.5135086039,0,0
233,CASH_OUT,33697.64147774506,C1387069,188529.62168655018,154831.98020880512,M9075906,137219.19831669578,170916.83979444084,0,0
76,DEBIT,23524.952277638677,C2855121,68395.79786712749,44870.84558948882,C3516306,137923.46315689417,161448.41543453286,0,0
265,DEBIT,48116.73802840965,C1718954,30557.45472869342,0.0,C6057215,114466.12276182426,162582.8607902339,0,0
455,DEBIT,55227.69048006344,C6863270,116479.32084724293,61251.63036717949,C8739058,137862.16163221182,193089.85211227526,0,0
718,PAYMENT,63214.30688091026,C9863441,120472.83482549443,57258.527944584166,C2366320,196372.5099747273,259586.81685563756,0,0
735,PAYMENT,25786.138549469582,C5110891,38760.848493583166,12974.709944113583,C4425487,77032.06752689867,102818.20607636825,0,0
384,TRANSFER,94870.54268220876,C7267985,39317.317516392046,0.0,C5269779,142505.11737531275,237375.6600575215,1,0
564,DEBIT,17058.87397089287,C8011391,197909.9582649654,180851.08429407253,C8862434,71905.80087550564,88964.6748463985,0,0
506,CASH_IN,96568.7521591646,C7895481,48656.214572442404,0.0,M4778463,170857.75974936518,267426.5119085298,0,0
367,TRANSFER,1584.1266384996284,C4661632,167638.40695671682,166054.28031821718,M4860213,171605.721378007,173189.84801650664,0,0
144,CASH_IN,48164.45661250288,C1227894,94064.7651091959,45900.30849669302,M3874341,180453.285084697,228617.74169719988,0,0
69,PAYMENT,33403.447027844624,C2061449,86997.8477825456,53594.40075470098,M3401460,1092.6648483756685,34496.11187622029,0,0
99,TRANSFER,44967.429051632054,C3965632,58992.483232750485,14025.05418111843,M6996890,59638.28899921897,104605.71805085102,0,0
396,TRANSFER,57109.39144018082,C6197296,154765.15937846617,97655.76793828534,C6805761,26784.870240319215,83894.26168050003,0,0
25,CASH_OUT,43615.356885469635,C9888208,176132.17568831096,132516.81880284133,C6758829,90797.23957803137,134412.596463501,0,0
469,PAYMENT,41543.200345129335,C7989823,52225.49231181606,10682.291966686724,M4102374,99089.92853585957,140633.1288809889,0,0
484,PAYMENT,73299.06919978933,C2593603,19019.333869822796,0.0,C7192373,51180.808565931104,124479.87776572043,0,0
565,TRANSFER,68619.03988113783,C9210518,27383.910577121973,0.0,M9514213,144689.29840901407,213308.3382901519,0,0
151,PAYMENT,83343.8010753812,C2368906,158560.70695324882,75216.90587786763,M8649063,53953.943437793874,137297.74451317507,0,0
144,TRANSFER,25070.902225825605,C3123699,87165.38226392516,62094.48003809956,C8232402,170778.2750566717,195849.17728249732,0,0
569,CASH_OUT,60991.898124430954,C2920831,26382.931682144583,0.0,M1522962,35531.87362835737,96523.77175278832,0,0
39,TRANSFER,58560.9590607461,C3803943,68057.64128392491,9496.68222317881,C6767300,73447.05895305672,132008.01801380282,0,0
109,PAYMENT,37036.8073061816,C1942980,102847.09657061059,65810.28926442898,M9535236,124447.55168486101,161484.35899104262,0,0
693,PAYMENT,48657.14843607782,C8025227,170410.33676900165,121753.18833292383,C6145663,121067.01409265066,169724.16252872848,0,0
42,TRANSFER,31446.8361162423,C1797118,128348.650845035,96901.8147287927,C8530168,15605.822401028701,47052.658517271004,0,0
186,TRANSFER,14270.255321936822,C6539086,35206.56021600015,20936.30489406333,M2914372,169251.72243818964,183521.97776012647,0,0
398,TRANSFER,21458.74094520701,C9282577,31740.54247166729,10281.80152646028,C4842166,119612.98668595504,141071.72763116204,0,0
223,DEBIT,10640.813275479988,C8633829,82466.8431266645,71826.02985118452,M7679288,173971.9097414337,184612.7230169137,0,0
634,PAYMENT,68338.6505614934,C4691689,15038.569540351276,0.0,C8297702,173527.1156455737,241865.76620706712,0,0
133,PAYMENT,66106.66657160423,C8975961,151115.4390567746,85008.77248517037,C5457713,109183.73807500621,175290.40464661043,0,0
163,DEBIT,95065.5765208293,C6200444,80290.76406075442,0.0,C6921047,182156.29146228757,277221.8679831169,0,0
215,TRANSFER,72994.8735233594,C5659710,68604.75455627806,0.0,M2276327,169681.5597626912,242676.43328605063,0,0
733,CASH_OUT,5299.379291737531,C5934210,101821.66647828717,96522.28718654964,M8520618,191624.5889123542,196923.96820409174,0,0
235,TRANSFER,88436.09287550252,C5703157,141791.36075256954,53355.26787706702,C4210545,170099.67971188127,258535.7725873838,0,0
658,TRANSFER,86281.24877827801,C1422994,113869.38889861043,27588.14012033242,M2406668,164240.7702002299,250522.0189785079,0,0
588,DEBIT,44387.7000451926,C4510251,160480.55634439742,116092.85629920482,M9027621,93872.0961353823,138259.7961805749,0,0
9,PAYMENT,58627.71874773936,C9139115,125872.51277402349,67244.79402628413,C5095980,42406.21207558555,101033.93082332492,0,0
74,TRANSFER,97610.22541400463,C5875630,157594.05348165275,59983.82806764812,C6415225,182141.7466150972,279751.9720291018,1,0
492,PAYMENT,53277.20594843181,C6288486,139356.454712935,86079.2487645032,M5773376,144509.83728921512,197787.04323764693,0,0
253,CASH_IN,90541.65065477137,C1001658,38624.5680527473,0.0,M4032746,56349.57283970405,146891.22349447542,0,0
230,PAYMENT,8395.571905237624,C3322723,10470.890037159752,2075.3181319221276,C9641281,68199.1445511285,76594.71645636612,0,0
519,CASH_OUT,19186.081683997418,C8489305,180679.3601006763,161493.2784166789,C8467279,137215.70237144412,156401.78405544153,0,0
174,CASH_OUT,44131.41884978765,C8061964,189131.23307641683,144999.81422662918,C4881999,95563.46167073418,139694.88052052184,0,0
653,TRANSFER,58517.20515289674,C2850007,145386.45932629443,86869.25417339768,M9447741,16296.512369273652,74813.7175221704,0,0
168,PAYMENT,81641.16240109374,C6494655,144841.1645391898,63200.00213809607,M9911190,28289.5891491314,109930.75155022513,0,0
170,TRANSFER,98827.38530280437,C9657128,54029.4160988219,0.0,M8276889,149129.73670246222,247957.1220052666,1,0
393,DEBIT,38946.264497764234,C3604878,108488.34177636656,69542.07727860233,C2048399,65713.90569636617,104660.1701941304,0,0
634,CASH_OUT,4836.822050394484,C8169157,198447.93274092165,193611.11069052716,M3436634,101529.88568040784,106366.70773080233,0,0
194,TRANSFER,80137.03317920295,C9073386,171228.7196140039,91091.68643480095,C9052670,153324.29565070514,233461.3288299081,0,0
517,DEBIT,60477.63383637253,C3719771,60878.87051039933,401.2366740267971,C9031854,150235.1187412105,210712.752577583,0,0
29,TRANSFER,19934.431600933345,C6966800,60209.17313957807,40274.741538644725,C3409437,33403.00537745478,53337.43697838813,0,0
165,PAYMENT,49533.36281647987,C6907287,96715.45822961183,47182.09541313196,M7502975,19678.77287980706,69212.13569628693,0,0
422,PAYMENT,74256.79352881906,C6446075,80919.73323355691,6662.939704737844,C2714591,118230.45859301799,192487.25212183705,1,0
339,PAYMENT,77064.13752815752,C6719267,74230.60925603494,0.0,C4974024,148326.57478624792,225390.71231440542,0,0
648,PAYMENT,50011.87935867632,C2707806,125394.38176122066,75382.50240254434,M6642506,29807.984399082077,79819.8637577584,0,0
496,CASH_IN,30590.931559873028,C3414625,2298.4939267075124,0.0,M4509573,74391.05746545496,104981.98902532799,0,0
365,DEBIT,97376.8839456455,C4810305,152667.92720665535,55291.04326100985,C9081309,174055.59919352812,271432.4831391736,0,0
342,DEBIT,66369.92483455363,C6226857,148010.599335157,81640.67450060336,M6040687,188844.62831206422,255214.55314661784,0,0
500,PAYMENT,40882.92818269524,C6588162,166065.13611894025,125182.20793624502,M4032891,90813.95218993687,131696.88037263212,0,0
657,CASH_IN,28118.276098044775,C4851910,168290.13466136268,140171.85856331792,M9333654,15903.186806166603,44021.46290421138,0,0
511,PAYMENT,73137.18800205586,C8268498,113279.9389520937,40142.75095003784,M1327590,51539.29124047547,124676.47924253132,0,0
327,CASH_IN,24294.126214817392,C4571033,156014.78712465812,131720.66090984072,C8621006,46593.984063106596,70888.11027792399,0,0
217,PAYMENT,17253.82789847145,C1161101,98479.02509610384,81225.1971976324,C8834864,47792.744108211395,65046.57200668284,1,0
301,CASH_OUT,53030.405507310825,C3700463,190305.96728366008,137275.56177634926,C8592649,98776.34107585001,151806.74658316083,0,0
132,CASH_OUT,29069.740525149773,C1838394,38139.70595748695,9069.965432337176,C5952987,116645.13033831422,145714.870863464,0,0
70,TRANSFER,62927.623977869145,C6854769,183123.41841477985,120195.79443691071,C3289955,24501.917735987066,87429.54171385622,0,0
252,PAYMENT,11882.073619935925,C1469596,51706.07225354462,39823.998633608695,C5892725,177871.20130566688,189753.2749256028,0,0
415,DEBIT,65528.61634627543,C2133435,20544.674737370406,0.0,M3952336,123994.76465622296,189523.38100249838,0,0
445,TRANSFER,28401.32314697045,C5058518,87820.88948139349,59419.56633442304,C8492963,119450.34605360108,147851.66920057154,0,0
182,CASH_OUT,124.26915000782188,C6024475,122983.44848321188,122859.17933320405,M5673109,197455.7996768568,197580.06882686465,0,0
167,PAYMENT,12780.91216165022,C3666829,46197.97463999045,33417.06247834023,M8678934,125628.79549862507,138409.70766027528,0,0
91,TRANSFER,93368.1762457259,C9034508,111159.24822885956,17791.07198313366,M2722844,185791.829860237,279160.0061059629,1,0
714,PAYMENT,86748.72844762425,C4595195,161578.67138690094,74829.94293927669,M1159765,57251.39447195835,144000.1229195826,0,0
531,CASH_OUT,23437.54230042006,C6173602,51416.993160744554,27979.450860324494,M2979683,48025.89806929951,71463.44036971957,0,0
39,TRANSFER,77859.35326409458,C3114732,116064.4491828406,38205.095918746025,M8564523,103303.73736489062,181163.0906289852,0,0
126,CASH_OUT,60896.30215808003,C7685495,67862.51923861606,6966.2170805360365,C2071263,101721.78952733321,162618.09168541324,1,0
451,CASH_IN,97093.38067384195,C6501953,105953.69350609605,8860.312832254102,M8770641,45296.729896779376,142390.11057062133,0,0
173,CASH_OUT,37423.20538745251,C1223080,133383.80391499388,95960.59852754138,C1670038,139931.13137998953,177354.33676744203,0,0
653,PAYMENT,68177.91519046541,C4549551,70084.51436321848,1906.5991727530636,C3791327,5926.763847338656,74104.67903780408,0,0
220,DEBIT,6447.218670149467,C7898199,198896.5764904268,192449.35782027734,C3647917,138126.09450989054,144573.31318004002,0,0
638,CASH_OUT,39685.10994695895,C6617564,112755.03968592818,73069.92973896922,M9848574,91435.57722466002,131120.68717161898,0,0
58,DEBIT,96385.38435269923,C4099586,164892.31181858774,68506.92746588851,C9191610,137801.50216901582,234186.88652171503,0,0
660,CASH_IN,53944.18935756704,C3473836,145027.04458215824,91082.8552245912,M3155285,95416.12612830379,149360.31548587081,0,0
476,TRANSFER,28859.162383150975,C8285315,170561.06274058952,141701.90035743854,C2932108,195466.756576939,224325.91896008997,0,0
456,TRANSFER,12115.069216547825,C3764481,34760.190907713586,22645.12169116576,C1964191,66936.99022062356,79052.05943717138,0,0
361,DEBIT,70382.48118413489,C8095221,44510.741945534195,0.0,M7470521,196514.58740047764,266897.0685846125,0,0
1,TRANSFER,64521.11873862971,C3567604,97482.23557805804,32961.11683942833,M1252572,12994.788495795074,77515.90723442478,0,0
387,CASH_OUT,37456.47748901708,C4535054,170465.73529708845,133009.2578080714,M5697639,136752.15495151133,174208.63244052842,0,0
348,DEBIT,95099.04105139684,C8045663,39521.31627817175,0.0,C7526311,90843.84135698242,185942.88240837926,0,0
190,PAYMENT,2318.061017486247,C3143678,194213.16642145967,191895.10540397343,C5260012,164427.52510594006,166745.5861234263,0,0
505,CASH_OUT,30442.012778019398,C6999410,25520.461663028284,0.0,C9643977,157923.2139433996,188365.226721419,0,0
191,CASH_OUT,92114.84168132818,C4360966,35015.5890361016,0.0,M6860812,160042.03657518746,252156.87825651566,1,0
508,CASH_OUT,32161.450288112093,C7801196,33446.75667321508,1285.3063851029874,M3234487,18947.71986050394,51109.17014861603,0,0
369,PAYMENT,25300.058102131523,C8577676,117201.1906069239,91901.13250479239,M6525776,164473.13997225894,189773.19807439047,0,0
409,CASH_IN,53468.618952131605,C4498352,183508.21631932718,130039.59736719559,C1798053,42808.03148875218,96276.6504408838,0,0
117,TRANSFER,82397.79481706173,C2530688,51022.277433287665,0.0,M1042369,5136.052771806953,87533.84758886868,0,0
134,DEBIT,10404.36141174827,C4281401,110607.37069171229,100203.00927996403,M1596880,43547.743936882274,53952.105348630546,0,0
58,CASH_IN,94307.76889360904,C7042242,35154.50200949215,0.0,C6854041,95857.02093996655,190164.7898335756,0,0
556,DEBIT,79527.78082999829,C8868653,126227.37924155971,46699.59841156143,C4008374,148422.27198228642,227950.0528122847,0,0
685,TRANSFER,18206.90052960004,C3117347,24649.26723590235,6442.3667063023095,C6537700,43726.49616657074,61933.39669617078,0,0
672,PAYMENT,71229.59532369646,C5807821,98262.15350253957,27032.558178843115,M2507588,22601.50961805427,93831.10494175073,0,0
173,CASH_OUT,38557.37639149196,C8600807,131036.36273537349,92478.98634388152,M2840251,129193.45100478845,167750.82739628042,0,0
149,CASH_OUT,40289.23833982424,C6414806,115825.58335110205,75536.34501127781,C6419285,196779.60727200352,237068.84561182774,0,0
80,PAYMENT,78350.68023464276,C2837993,28000.0965401485,0.0,C5253788,120174.06041712362,198524.74065176636,0,0
213,CASH_IN,96282.20231727515,C4993954,32274.67430296587,0.0,M8171618,138211.47282468434,234493.6751419595,0,0
203,CASH_IN,12752.921697434673,C1043585,134278.20096499764,121525.27926756296,M9372755,112233.488749284,124986.41044671868,0,0
229,DEBIT,42120.960664194055,C6458766,161781.85921795524,119660.89855376119,M4560254,156469.6888457008,198590.64950989484,0,0
676,PAYMENT,48146.06664762192,C5496712,181614.88050591818,133468.81385829626,C4780843,195160.88404188896,243306.95068951088,0,0
227,CASH_IN,37693.55051380426,C7717998,162722.30306922336,125028.75255541911,M8868606,108825.84588083698,146519.39639464123,0,0
659,PAYMENT,36382.59345925088,C1927510,194784.77577743895,158402.18231818808,C5525991,83358.10234854517,119740.69580779606,0,0
532,TRANSFER,5321.639889403494,C1438292,81650.36083302708,76328.72094362359,C7568592,172068.6122320253,177390.25212142878,0,0
441,CASH_OUT,68585.30819420607,C2248509,66233.15084440686,0.0,C6074376,193945.66875199802,262530.9769462041,0,0
402,CASH_OUT,43677.820270292534,C8043135,5636.810469023379,0.0,M6308063,25836.328173913593,69514.14844420613,0,0
47,CASH_OUT,19559.900884128285,C1756701,89979.17119761869,70419.27031349041,C1145662,115634.19309477559,135194.09397890387,0,0
233,PAYMENT,81621.74687997664,C8745665,130274.3104826465,48652.56360266986,C3964758,158491.99850919947,240113.74538917613,0,0
305,PAYMENT,80275.81874034763,C7453828,163081.72826449512,82805.90952414749,M6287882,106667.88103127816,186943.6997716258,0,0
526,DEBIT,48690.52364608049,C7252446,53491.07655487406,4800.552908793572,C3843596,81839.39363858974,130529.91728467023,0,0
143,CASH_OUT,29915.22104866128,C2361349,102718.2552738581,72803.03422519682,M5431569,131045.96422708413,160961.1852757454,0,0
415,DEBIT,63845.46330706559,C8760854,132401.9129228093,68556.44961574371,C6640840,54025.61890266966,117871.08220973525,0,0
513,CASH_OUT,28886.398364162567,C2612780,110320.57319681879,81434.17483265622,M3056297,69826.74858767388,98713.14695183645,0,0
373,DEBIT,23677.19223933883,C1061330,54804.14348048155,31126.95124114272,C3068671,198455.33177626893,222132.52401560775,0,0
566,DEBIT,73078.41393723003,C7275178,159256.48765901246,86178.07372178244,C1751790,127293.06687489907,200371.4808121291,0,0
259,TRANSFER,4128.491448122975,C1363116,34672.202494386736,30543.71104626376,M8173889,174585.45966221494,178713.95111033792,0,0
656,DEBIT,9567.370256355936,C2430343,180995.9667572728,171428.59650091687,C1406138,161553.70260742868,171121.07286378462,0,0
471,PAYMENT,778.1385849566187,C3472512,190519.34981096225,189741.21122600563,C8209044,130454.51087880482,131232.64946376145,1,0
12,DEBIT,15379.024328895073,C5179077,73114.65241505242,57735.62808615735,C4667931,168145.81649175464,183524.8408206497,0,0
330,CASH_OUT,6992.1018701749,C7618991,75236.35809719036,68244.25622701546,M9702899,57431.699086714194,64423.80095688909,0,0
736,DEBIT,99580.65654121387,C8707133,148655.65178343884,49074.99524222496,M9237783,127423.28976245967,227003.94630367355,0,0
358,CASH_IN,28952.11599841355,C6890714,91257.71971040012,62305.60371198658,C9449239,118120.69790479618,147072.81390320972,0,0
408,CASH_OUT,15011.874465657802,C1587699,5722.028719847039,0.0,M4256389,124483.92015866896,139495.79462432675,0,0
668,CASH_IN,24175.526173792205,C1764797,183975.3455350482,159799.819361256,C3237877,33726.38542935505,57901.91160314725,0,0
373,CASH_OUT,93618.94459685945,C6899128,86150.06839315256,0.0,M7023932,55448.60799961368,149067.55259647314,1,0
8,PAYMENT,52064.00628013713,C5695039,40699.02010806226,0.0,M9673820,57331.66375850782,109395.67003864495,0,0
122,PAYMENT,36545.327821154904,C5321878,111132.81462975721,74587.4868086023,C7981603,120389.23251455264,156934.56033570756,0,0
348,PAYMENT,87351.80664513102,C4858223,43781.232518263314,0.0,C9389178,194509.3760879572,281861.1827330882,0,0
676,CASH_IN,39559.52802784834,C2078000,41204.39993632157,1644.8719084732293,C5038386,190813.51023642963,230373.03826427797,0,0
90,TRANSFER,33567.35613877381,C5705230,109146.26547812653,75578.90933935271,C9470344,45437.91059793931,79005.26673671312,0,0
648,CASH_OUT,20807.524002718583,C1248290,78208.45843789382,57400.93443517524,C2761428,60969.048613354506,81776.57261607308,0,0
698,PAYMENT,37841.90270855021,C9043364,114598.65565064446,76756.75294209426,C5233225,7212.378455833424,45054.28116438363,0,0
316,CASH_OUT,31736.767166090907,C2558544,199365.08736224807,167628.32019615718,C7826045,79763.11797187883,111499.88513796974,0,0
178,CASH_IN,67762.66553388428,C4806501,171803.63087415366,104040.96534026938,C8726974,166934.82433607272,234697.489869957,0,0
540,TRANSFER,29029.31219660564,C3619189,1534.159857957751,0.0,C8574277,183150.347797228,212179.65999383363,0,0
732,CASH_IN,57762.25466761389,C7358234,10111.14190747795,0.0,M5904665,47299.29591358872,105061.55058120261,1,0
41,CASH_OUT,6682.6272866940735,C4504179,122015.88802624893,115333.26073955485,C1441575,53158.89469776784,59841.52198446191,0,0
740,TRANSFER,19209.786753981785,C2098168,125251.21622645961,106041.42947247783,M8657295,44169.96330175074,63379.750055732526,0,0
704,TRANSFER,40799.786633973745,C3629479,175638.16881519867,134838.38218122494,M5263495,70020.71351491574,110820.50014888949,0,0
502,CASH_IN,93701.23046547867,C3236422,125811.43490436515,32110.204438886474,M1540635,160951.87971810895,254653.11018358762,0,0
145,PAYMENT,37787.47337299797,C7013753,45542.90770314846,7755.434330150492,M6888527,129371.49397689203,167158.96734989,0,0
201,CASH_OUT,66441.00470786342,C6508848,93703.24554073017,27262.24083286675,M1022053,157188.18357274,223629.18828060344,0,0
724,DEBIT,25583.213519897676,C3100588,161797.0801342377,136213.86661434005,C7228412,116606.22126706124,142189.4347869589,1,0
